% group, behavior, feature, sample size, z-score
npf/+, Turn, yaw, 127105,    16.4
chrimson/+, Turn, phi, 115709,    16.3
npf/+, not Social_Clustering, arena_angle, 4627,    16.3
npf>chrimson, not Song, anglefrom1to2_nose2ell, 303,    16.2
npf>chrimson, Song, dphi, 371,    16.2
npf>chrimson, Turn, yaw, 100753,    16.1
npf/+, Turn, absyaw, 127105,    16.1
chrimson/+, not Chain_hadar, closestfly_center, 1211,      16
chrimson/+, Song, b, 469,      16
chrimson/+, Grooming, corfrac_min, 56810,    15.9
npf>chrimson, Turn, signdtheta, 100753,    15.9
npf/+, not Jump, angleonclosestfly, 1214,    15.9
chrimson/+, Turn, absphidiff_nose2ell, 115709,    15.9
npf/+, Jump, absphidiff_anglesub, 1293,    15.8
npf/+, Chain_hadar, dphi, 1241,    15.8
chrimson/+, not Long_Distance_Approach, arena_angle, 9763,    15.8
chrimson/+, Song, anglefrom1to2_anglesub, 469,    15.8
npf>chrimson, Song, anglefrom1to2_anglesub, 371,    15.7
npf/+, Chain_hadar, signdtheta, 1241,    15.7
npf/+, Social_Clustering, corfrac_min, 4707,    15.7
chrimson/+, Chase_hadar, signdtheta, 13799,    15.7
npf>chrimson, not Song, absthetadiff_anglesub, 303,    15.6
npf>chrimson, not Jump, nflies_close, 887,    15.6
chrimson/+, Chain_hadar, dphi, 1291,    15.6
npf/+, Song, anglefrom1to2_anglesub, 527,    15.6
npf/+, Song, b, 527,    15.6
npf>chrimson, not Jump, anglesub, 887,    15.5
npf>chrimson, Turn, absyaw, 100753,    15.5
chrimson/+, Turn, absyaw, 115709,    15.5
npf/+, Grooming, corfrac_min, 50245,    15.4
npf/+, not Song, dnose2ell_angle_30tomin30, 450,    15.3
npf/+, not Song, angleonclosestfly, 450,    15.3
npf/+, Jump, decc, 1293,    15.3
npf/+, not Social_Clustering, dphi, 4627,    15.2
npf>chrimson, Chain_hadar, dphi, 1125,    15.2
npf>chrimson, Chain_hadar, signdtheta, 1125,    15.1
chrimson/+, Social_Clustering, corfrac_maj, 7503,    15.1
npf/+, not Chain_hadar, arena_r, 1161,    15.1
npf/+, not Chain_hadar, dist2wall, 1161,    15.1
chrimson/+, not Chain_hadar, closestfly_ell2nose, 1211,      15
npf/+, Song, dphi, 527,      15
npf/+, not Short_distance_Approach, arena_r, 2605,      15
npf/+, not Short_distance_Approach, dist2wall, 2605,      15
npf/+, Chase_hadar, signdtheta, 7833,      15
chrimson/+, not Chain_hadar, theta, 1211,      15
chrimson/+, not Chain_hadar, theta_mm, 1211,      15
npf>chrimson, Grooming, corfrac_min, 47391,    14.9
chrimson/+, not Long_Distance_Approach, closestfly_nose2ell, 9763,    14.9
chrimson/+, not Chain_hadar, closestfly_nose2ell_angle_30tomin30, 1211,    14.9
npf/+, Social_Clustering, corfrac_maj, 4707,    14.9
chrimson/+, Jump, decc, 510,    14.8
npf>chrimson, not Social_Clustering, dphi, 5862,    14.8
chrimson/+, not Chain_hadar, closestfly_nose2tail, 1211,    14.8
chrimson/+, not Chain_hadar, closestfly_nose2ell, 1211,    14.8
npf>chrimson, not Chain_hadar, anglesub, 1055,    14.6
chrimson/+, Chain_hadar, signdtheta, 1291,    14.4
npf>chrimson, Social_Clustering, corfrac_maj, 5932,    14.3
chrimson/+, not Long_Distance_Approach, closestfly_nose2tail, 9763,    14.3
chrimson/+, not Social_Clustering, dphi, 7423,    14.3
chrimson/+, not Long_Distance_Approach, closestfly_center, 9763,    14.2
chrimson/+, not Jump, nflies_close, 434,    14.2
chrimson/+, not Chain_hadar, closestfly_nose2ell_angle_min30to30, 1211,    14.2
npf>chrimson, Short_distance_Approach, danglesub, 2579,    14.2
chrimson/+, not Long_Distance_Approach, closestfly_ell2nose, 9763,    14.2
chrimson/+, not Song, absthetadiff_anglesub, 394,    14.1
chrimson/+, Jump, anglefrom1to2_anglesub, 510,    14.1
chrimson/+, not Chain_hadar, closestfly_nose2ell_angle_min20to20, 1211,      14
npf>chrimson, not Chain_hadar, anglefrom1to2_anglesub, 1055,      14
npf>chrimson, Social_Clustering, anglefrom1to2_anglesub, 5932,      14
npf/+, Song, absthetadiff_anglesub, 527,      14
npf>chrimson, Jump, absphidiff_anglesub, 956,      14
chrimson/+, not Long_Distance_Approach, closestfly_nose2ell_angle_30tomin30, 9763,    13.9
npf>chrimson, Song, absthetadiff_anglesub, 371,    13.9
npf>chrimson, not Long_Distance_Approach, closestfly_nose2ell, 10454,    13.9
chrimson/+, Song, absthetadiff_anglesub, 469,    13.9
chrimson/+, Song, closestfly_anglesub, 469,    13.9
npf>chrimson, Song, closestfly_anglesub, 371,    13.8
npf>chrimson, not Social_Clustering, y, 5862,    13.8
npf/+, Touch, anglesub, 17592,    13.8
npf>chrimson, Turn, dphi, 100753,    13.8
npf/+, not Chain_hadar, anglefrom1to2_anglesub, 1161,    13.7
chrimson/+, Turn, dphi, 115709,    13.7
npf/+, Turn, dphi, 127105,    13.6
chrimson/+, Jump, closestfly_nose2ell_angle_min20to20, 510,    13.6
npf/+, not Jump, dnose2ell_angle_min30to30, 1214,    13.6
npf/+, not Jump, dnose2ell_angle_min20to20, 1214,    13.6
npf>chrimson, not Chain_hadar, nflies_close, 1055,    13.5
chrimson/+, not Jump, anglesub, 434,    13.5
chrimson/+, Jump, theta, 510,    13.5
chrimson/+, Jump, theta_mm, 510,    13.5
npf>chrimson, not Chain_hadar, absthetadiff_nose2ell, 1055,    13.4
npf/+, Social_Clustering, anglefrom1to2_anglesub, 4707,    13.4
chrimson/+, not Song, nflies_close, 394,    13.4
npf/+, Song, closestfly_anglesub, 527,    13.4
npf>chrimson, not Song, angleonclosestfly, 303,    13.3
npf/+, Turn, corfrac_maj, 127105,    13.3
npf/+, Short_distance_Approach, danglesub, 2685,    13.3
chrimson/+, not Long_Distance_Approach, absanglefrom1to2_nose2ell, 9763,    13.2
npf>chrimson, Short_distance_Approach, closestfly_center, 2579,    13.2
chrimson/+, not Song, anglefrom1to2_nose2ell, 394,    13.2
npf/+, not Short_distance_Approach, b, 2605,    13.1
npf/+, not Song, dnose2ell_angle_min20to20, 450,    13.1
npf/+, not Song, dnose2ell_angle_min30to30, 450,    13.1
npf/+, not Chain_hadar, closestfly_anglesub, 1161,    13.1
chrimson/+, not Jump, magveldiff_nose2ell, 434,    13.1
npf/+, Song, absthetadiff_nose2ell, 527,    13.1
npf>chrimson, not Long_Distance_Approach, closestfly_nose2tail, 10454,      13
chrimson/+, not Stop, absyaw, 36019,      13
npf>chrimson, not Long_Distance_Approach, closestfly_center, 10454,      13
chrimson/+, not Stop, yaw, 36019,      13
npf/+, not Social_Clustering, y_mm, 4627,      13
npf>chrimson, Song, absthetadiff_nose2ell, 371,      13
npf>chrimson, Jump, corfrac_maj, 956,      13
chrimson/+, Social_Clustering, anglefrom1to2_anglesub, 7503,    12.9
chrimson/+, Social_Clustering, b, 7503,    12.9
npf>chrimson, not Long_Distance_Approach, closestfly_nose2ell_angle_30tomin30, 10454,    12.9
chrimson/+, Grooming, phisideways, 56810,    12.9
npf>chrimson, not Long_Distance_Approach, closestfly_ell2nose, 10454,    12.9
npf/+, Jump, ddcenter, 1293,    12.8
npf/+, not Walk, dphi, 28232,    12.8
npf>chrimson, Chase_hadar, anglefrom1to2_anglesub, 10294,    12.8
chrimson/+, not Song, b, 394,    12.8
npf/+, Chase_hadar, anglefrom1to2_anglesub, 7833,    12.8
npf>chrimson, not Social_Clustering, x, 5862,    12.8
chrimson/+, Jump, darea, 510,    12.8
npf>chrimson, Chase_hadar, signdtheta, 10294,    12.8
chrimson/+, not Long_Distance_Approach, closestfly_nose2ell_angle_min30to30, 9763,    12.8
npf>chrimson, not Long_Distance_Approach, x, 10454,    12.7
npf/+, not Social_Clustering, ynose_mm, 4627,    12.7
npf/+, Chain_hadar, corfrac_maj, 1241,    12.7
chrimson/+, Jump, closestfly_nose2ell_angle_min30to30, 510,    12.7
npf/+, not Jump, dcenter, 1214,    12.7
chrimson/+, Song, absthetadiff_nose2ell, 469,    12.7
npf/+, not Social_Clustering, x_mm, 4627,    12.6
npf/+, not Jump, dnose2tail, 1214,    12.6
npf>chrimson, not Long_Distance_Approach, y, 10454,    12.6
npf/+, not Jump, dnose2ell, 1214,    12.6
chrimson/+, Jump, absphidiff_nose2ell, 510,    12.6
npf>chrimson, not Long_Distance_Approach, absanglefrom1to2_nose2ell, 10454,    12.6
npf/+, not Long_Distance_Approach, timestamps, 14142,    12.6
npf>chrimson, Turn, corfrac_maj, 100753,    12.6
npf/+, not Jump, dell2nose, 1214,    12.5
npf>chrimson, not Long_Distance_Approach, absthetadiff_nose2ell, 10454,    12.5
npf>chrimson, not Chain_hadar, closestfly_anglesub, 1055,    12.5
npf>chrimson, not Long_Distance_Approach, anglefrom1to2_nose2ell, 10454,    12.5
npf/+, Grooming, corfrac_maj, 50245,    12.5
npf>chrimson, Touch, anglesub, 16341,    12.5
npf>chrimson, not Chase_hadar, y, 10224,    12.5
chrimson/+, not Long_Distance_Approach, closestfly_nose2ell_angle_min20to20, 9763,    12.5
npf>chrimson, not Chase_hadar, x, 10224,    12.5
npf/+, not Chain_hadar, anglesub, 1161,    12.4
npf>chrimson, not Song, dcenter, 303,    12.4
npf>chrimson, Grooming, phisideways, 47391,    12.4
chrimson/+, not Jump, absdv_cor, 434,    12.4
chrimson/+, Chase_hadar, anglefrom1to2_anglesub, 13799,    12.4
npf>chrimson, Chain_hadar, corfrac_maj, 1125,    12.4
npf>chrimson, not Song, dnose2tail, 303,    12.3
npf/+, not Social_Clustering, xnose_mm, 4627,    12.3
npf>chrimson, not Jump, b, 887,    12.3
chrimson/+, not Long_Distance_Approach, absthetadiff_nose2ell, 9763,    12.3
chrimson/+, not Long_Distance_Approach, theta, 9763,    12.3
chrimson/+, not Long_Distance_Approach, theta_mm, 9763,    12.3
npf>chrimson, not Song, dell2nose, 303,    12.3
npf>chrimson, not Song, dnose2ell, 303,    12.3
npf>chrimson, Long_Distance_Approach, anglesub, 10524,    12.3
npf/+, not Chain_hadar, absthetadiff_nose2ell, 1161,    12.3
npf/+, not Chain_hadar, nflies_close, 1161,    12.3
npf>chrimson, Jump, yaw, 956,    12.3
chrimson/+, not Jump, dcenter, 434,    12.2
npf>chrimson, not Chain_hadar, absanglefrom1to2_nose2ell, 1055,    12.2
npf>chrimson, not Jump, phi, 887,    12.2
npf>chrimson, Walk, dphi, 27454,    12.2
npf>chrimson, not Song, b, 303,    12.1
chrimson/+, not Jump, dnose2tail, 434,    12.1
npf>chrimson, Song, anglefrom1to2_nose2ell, 371,    12.1
chrimson/+, not Long_Distance_Approach, anglefrom1to2_nose2ell, 9763,    12.1
chrimson/+, Grooming, absphidiff_anglesub, 56810,    12.1
chrimson/+, not Jump, dnose2ell, 434,    12.1
npf>chrimson, not Stop, yaw, 34301,    12.1
chrimson/+, not Short_distance_Approach, arena_r, 2003,    12.1
chrimson/+, not Short_distance_Approach, dist2wall, 2003,    12.1
chrimson/+, not Jump, dell2nose, 434,    12.1
npf>chrimson, not Stop, absyaw, 34301,    12.1
npf/+, Song, anglefrom1to2_nose2ell, 527,    12.1
chrimson/+, Short_distance_Approach, closestfly_center, 2083,      12
npf/+, not Walk, yaw, 28232,      12
npf/+, Chase_hadar, closestfly_anglesub, 7833,      12
npf>chrimson, Jump, absyaw, 956,      12
chrimson/+, Walk, dphi, 26728,      12
npf/+, Touch, danglesub, 17592,      12
npf/+, Walk, dphi, 28312,      12
npf>chrimson, Grooming, absphidiff_anglesub, 47391,    11.9
chrimson/+, Song, anglefrom1to2_nose2ell, 469,    11.9
chrimson/+, Short_distance_Approach, danglesub, 2083,    11.9
chrimson/+, not Walk, dphi, 26648,    11.8
chrimson/+, Turn, corfrac_maj, 115709,    11.8
npf/+, not Long_Distance_Approach, closestfly_nose2ell, 14142,    11.8
npf/+, Jump, yaw, 1293,    11.8
npf/+, Jump, absyaw, 1293,    11.8
npf/+, Jump, corfrac_maj, 1293,    11.8
npf/+, not Jump, nflies_close, 1214,    11.8
npf>chrimson, not Song, arena_r, 303,    11.8
npf>chrimson, not Song, dist2wall, 303,    11.8
chrimson/+, Chain_hadar, corfrac_maj, 1291,    11.8
npf>chrimson, Chase_hadar, closestfly_anglesub, 10294,    11.8
npf>chrimson, Social_Clustering, b, 5932,    11.8
npf/+, not Chase_hadar, y_mm, 7753,    11.7
npf>chrimson, Social_Clustering, phisideways, 5932,    11.7
npf/+, not Jump, dnose2ell_angle_30tomin30, 1214,    11.7
chrimson/+, Social_Clustering, phisideways, 7503,    11.6
npf/+, Social_Clustering, absthetadiff_nose2ell, 4707,    11.6
npf>chrimson, not Long_Distance_Approach, closestfly_nose2ell_angle_min30to30, 10454,    11.6
npf/+, Grooming, phisideways, 50245,    11.6
npf/+, not Jump, phi, 1214,    11.6
npf/+, not Jump, absdtheta, 1214,    11.6
npf/+, not Jump, dtheta, 1214,    11.6
chrimson/+, Chase_hadar, closestfly_anglesub, 13799,    11.5
chrimson/+, not Chain_hadar, anglesub, 1211,    11.5
npf/+, not Social_Clustering, yaw, 4627,    11.5
npf/+, not Touch, closestfly_center, 17512,    11.5
npf/+, Chase_hadar, corfrac_maj, 7833,    11.5
npf/+, not Chase_hadar, ynose_mm, 7753,    11.5
npf/+, Grooming, absphidiff_anglesub, 50245,    11.5
npf>chrimson, not Long_Distance_Approach, arena_angle, 10454,    11.5
npf>chrimson, not Long_Distance_Approach, angle2wall, 10454,    11.5
chrimson/+, not Social_Clustering, x, 7423,    11.5
npf>chrimson, not Walk, dphi, 27384,    11.5
chrimson/+, not Song, anglesub, 394,    11.4
chrimson/+, not Social_Clustering, y, 7423,    11.4
npf/+, not Chain_hadar, absanglefrom1to2_nose2ell, 1161,    11.4
chrimson/+, Chase_hadar, corfrac_maj, 13799,    11.4
chrimson/+, not Long_Distance_Approach, angle2wall, 9763,    11.4
npf/+, not Long_Distance_Approach, anglefrom1to2_nose2ell, 14142,    11.4
npf/+, Jump, da, 1293,    11.3
npf>chrimson, not Song, dnose2ell_angle_30tomin30, 303,    11.3
npf>chrimson, not Long_Distance_Approach, theta, 10454,    11.3
npf>chrimson, not Long_Distance_Approach, theta_mm, 10454,    11.3
npf>chrimson, not Jump, dcenter, 887,    11.3
npf/+, not Long_Distance_Approach, y, 14142,    11.3
chrimson/+, not Short_distance_Approach, b, 2003,    11.3
npf/+, Short_distance_Approach, closestfly_center, 2685,    11.3
npf/+, not Chase_hadar, x_mm, 7753,    11.3
npf>chrimson, Jump, ddcenter, 956,    11.3
npf>chrimson, not Long_Distance_Approach, closestfly_nose2ell_angle_min20to20, 10454,    11.3
npf>chrimson, not Jump, dnose2tail, 887,    11.3
npf/+, not Jump, velmag_ctr, 1214,    11.3
npf>chrimson, Social_Clustering, absthetadiff_nose2ell, 5932,    11.3
npf>chrimson, Song, absanglefrom1to2_nose2ell, 371,    11.3
npf/+, not Jump, anglesub, 1214,    11.2
npf>chrimson, not Jump, dnose2ell, 887,    11.2
npf/+, not Long_Distance_Approach, x, 14142,    11.2
npf>chrimson, not Jump, dell2nose, 887,    11.2
npf/+, Social_Clustering, phisideways, 4707,    11.2
npf/+, Social_Clustering, b, 4707,    11.2
chrimson/+, not Chain_hadar, closestfly_anglesub, 1211,    11.2
chrimson/+, not Song, angleonclosestfly, 394,    11.2
npf/+, not Jump, velmag, 1214,    11.2
npf/+, not Jump, dangle2wall, 1214,    11.2
chrimson/+, not Jump, dnose2ell_angle_30tomin30, 434,    11.2
chrimson/+, Grooming, corfrac_maj, 56810,    11.1
npf/+, Song, absanglefrom1to2_nose2ell, 527,    11.1
npf>chrimson, Walk, yaw, 27454,    11.1
npf/+, not Long_Distance_Approach, arena_angle, 14142,    11.1
chrimson/+, not Chase_hadar, y, 13719,    11.1
chrimson/+, not Chase_hadar, x, 13719,    11.1
npf>chrimson, not Song, dnose2ell_angle_min30to30, 303,    11.1
npf/+, not Chase_hadar, xnose_mm, 7753,    11.1
npf>chrimson, not Song, dnose2ell_angle_min20to20, 303,    11.1
chrimson/+, Grooming, absphidiff_nose2ell, 56810,    11.1
npf/+, not Long_Distance_Approach, closestfly_nose2tail, 14142,      11
npf/+, Chase_hadar, absthetadiff_anglesub, 7833,      11
chrimson/+, not Jump, magveldiff_anglesub, 434,      11
chrimson/+, Song, absanglefrom1to2_nose2ell, 469,      11
chrimson/+, not Jump, dv_cor, 434,      11
npf/+, Jump, signdtheta, 1293,      11
npf/+, not Touch, closestfly_nose2ell, 17512,      11
npf/+, not Jump, absdv_cor, 1214,      11
npf/+, Jump, darea, 1293,    10.9
npf/+, Walk, yaw, 28312,    10.9
npf>chrimson, Song, ecc, 371,    10.9
npf>chrimson, Grooming, absphidiff_nose2ell, 47391,    10.9
npf>chrimson, not Walk, yaw, 27384,    10.9
npf/+, not Touch, closestfly_nose2tail, 17512,    10.9
npf>chrimson, Social_Clustering, closestfly_anglesub, 5932,    10.9
npf/+, not Long_Distance_Approach, closestfly_nose2ell_angle_30tomin30, 14142,    10.9
npf/+, Chase_hadar, b, 7833,    10.9
npf>chrimson, Song, angleonclosestfly, 371,    10.9
npf>chrimson, Social_Clustering, absthetadiff_anglesub, 5932,    10.9
chrimson/+, Walk, yaw, 26728,    10.8
npf/+, Song, angleonclosestfly, 527,    10.8
npf/+, not Long_Distance_Approach, absanglefrom1to2_nose2ell, 14142,    10.8
npf>chrimson, Song, decc, 371,    10.8
chrimson/+, not Jump, a, 434,    10.8
npf>chrimson, Chase_hadar, absthetadiff_anglesub, 10294,    10.8
npf/+, Social_Clustering, anglefrom1to2_nose2ell, 4707,    10.8
npf/+, not Long_Distance_Approach, closestfly_ell2nose, 14142,    10.8
chrimson/+, Song, angleonclosestfly, 469,    10.7
chrimson/+, Touch, anglesub, 16778,    10.7
npf/+, not Long_Distance_Approach, absthetadiff_nose2ell, 14142,    10.7
npf>chrimson, not Long_Distance_Approach, anglefrom1to2_anglesub, 10454,    10.7
npf/+, not Long_Distance_Approach, closestfly_center, 14142,    10.7
npf/+, not Chase_hadar, angle2wall, 7753,    10.7
npf>chrimson, not Jump, absphidiff_anglesub, 887,    10.7
chrimson/+, Song, decc, 469,    10.7
npf/+, not Jump, velmag_tail, 1214,    10.7
chrimson/+, Song, ecc, 469,    10.7
chrimson/+, Social_Clustering, absthetadiff_nose2ell, 7503,    10.6
chrimson/+, not Chain_hadar, anglefrom1to2_anglesub, 1211,    10.6
npf/+, not Touch, closestfly_ell2nose, 17512,    10.6
npf/+, Social_Clustering, absthetadiff_anglesub, 4707,    10.6
npf/+, Jump, theta, 1293,    10.6
npf/+, Jump, theta_mm, 1293,    10.6
chrimson/+, not Song, dcenter, 394,    10.6
npf/+, not Chain_hadar, b, 1161,    10.5
chrimson/+, Chase_hadar, absthetadiff_anglesub, 13799,    10.5
npf/+, not Chase_hadar, closestfly_center, 7753,    10.5
npf/+, Song, ecc, 527,    10.5
npf>chrimson, Social_Clustering, anglefrom1to2_nose2ell, 5932,    10.5
npf>chrimson, Jump, danglesub, 956,    10.5
npf/+, not Chase_hadar, closestfly_nose2ell_angle_30tomin30, 7753,    10.5
chrimson/+, Jump, ecc, 510,    10.5
npf>chrimson, Jump, signdtheta, 956,    10.5
chrimson/+, Social_Clustering, absphidiff_anglesub, 7503,    10.5
npf/+, not Long_Distance_Approach, theta, 14142,    10.5
npf/+, not Long_Distance_Approach, theta_mm, 14142,    10.5
npf/+, Long_Distance_Approach, anglesub, 14222,    10.4
npf/+, Social_Clustering, closestfly_anglesub, 4707,    10.4
chrimson/+, not Song, dell2nose, 394,    10.4
npf/+, not Chain_hadar, anglefrom1to2_nose2ell, 1161,    10.4
npf>chrimson, not Social_Clustering, yaw, 5862,    10.4
chrimson/+, not Long_Distance_Approach, anglefrom1to2_anglesub, 9763,    10.4
chrimson/+, not Chain_hadar, absthetadiff_nose2ell, 1211,    10.4
npf/+, not Jump, dv_tail, 1214,    10.4
chrimson/+, not Song, dnose2tail, 394,    10.4
chrimson/+, not Song, dnose2ell, 394,    10.4
npf/+, Song, closestfly_nose2ell_angle_min30to30, 527,    10.4
npf>chrimson, not Jump, dnose2ell_angle_30tomin30, 887,    10.4
npf/+, not Touch, closestfly_nose2ell_angle_30tomin30, 17512,    10.4
npf>chrimson, not Jump, absphidiff_nose2ell, 887,    10.3
chrimson/+, not Chase_hadar, phisideways, 13719,    10.3
npf/+, Song, closestfly_nose2ell_angle_min20to20, 527,    10.3
chrimson/+, Jump, anglesub, 510,    10.3
npf/+, not Short_distance_Approach, dnose2tail, 2605,    10.3
npf/+, not Short_distance_Approach, dcenter, 2605,    10.3
npf>chrimson, not Chain_hadar, anglefrom1to2_nose2ell, 1055,    10.3
chrimson/+, not Jump, dnose2ell_angle_min30to30, 434,    10.3
npf/+, not Jump, velmag_nose, 1214,    10.3
npf/+, Grooming, absphidiff_nose2ell, 50245,    10.3
npf>chrimson, not Touch, closestfly_center, 16271,    10.3
chrimson/+, not Jump, dnose2ell_angle_min20to20, 434,    10.3
npf>chrimson, not Jump, dnose2ell_angle_min30to30, 887,    10.3
npf/+, not Short_distance_Approach, dnose2ell, 2605,    10.3
npf>chrimson, Song, angle2wall, 371,    10.3
npf/+, not Short_distance_Approach, dell2nose, 2605,    10.3
npf>chrimson, not Jump, dnose2ell_angle_min20to20, 887,    10.2
chrimson/+, not Jump, flipdv_cor, 434,    10.2
chrimson/+, Long_Distance_Approach, phisideways, 9843,    10.2
chrimson/+, Chase_hadar, b, 13799,    10.2
npf/+, not Song, a, 450,    10.2
chrimson/+, Social_Clustering, anglefrom1to2_nose2ell, 7503,    10.2
chrimson/+, Jump, a_mm, 510,    10.2
npf/+, not Chase_hadar, closestfly_nose2ell, 7753,    10.2
chrimson/+, not Long_Distance_Approach, closestfly_anglesub, 9763,    10.2
chrimson/+, Touch, corfrac_min, 16778,    10.2
npf/+, not Walk, absyaw, 28232,    10.2
